Gene stable ID	Transcript stable ID	GO term accession	GO term name	RefSeq peptide ID
AT4G38440	AT4G38440.1	GO:0030154	cell differentiation	NP_195557.2
AT5G07080	AT5G07080.1	GO:0016740	transferase activity	NP_196325.1
AT5G07080	AT5G07080.1	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	NP_196325.1
AT5G07080	AT5G07080.1	GO:0016410	N-acyltransferase activity	NP_196325.1
AT5G11410	AT5G11410.1	GO:0005524	ATP binding	NP_196702.1
AT5G11410	AT5G11410.1	GO:0016301	kinase activity	NP_196702.1
AT5G11410	AT5G11410.1	GO:0016310	phosphorylation	NP_196702.1
AT5G11410	AT5G11410.1	GO:0004672	protein kinase activity	NP_196702.1
AT5G11410	AT5G11410.1	GO:0006468	protein phosphorylation	NP_196702.1
AT5G11410	AT5G11410.1	GO:0005634	nucleus	NP_196702.1
AT5G11410	AT5G11410.1	GO:0005886	plasma membrane	NP_196702.1
AT5G11410	AT5G11410.1	GO:0005515	protein binding	NP_196702.1
AT5G11700	AT5G11700.1	GO:0016020	membrane	NP_196731.2
AT5G11700	AT5G11700.1	GO:0016021	integral component of membrane	NP_196731.2
AT5G15270	AT5G15270.1	GO:0008150	biological_process	NP_197031.3
AT5G15270	AT5G15270.1	GO:0003676	nucleic acid binding	NP_197031.3
AT5G15270	AT5G15270.1	GO:0003723	RNA binding	NP_197031.3
AT5G15270	AT5G15270.1	GO:0003729	mRNA binding	NP_197031.3
AT5G15270	AT5G15270.2	GO:0008150	biological_process	NP_197031.3
AT5G15270	AT5G15270.2	GO:0003676	nucleic acid binding	NP_197031.3
AT5G15270	AT5G15270.2	GO:0003723	RNA binding	NP_197031.3
AT5G15270	AT5G15270.2	GO:0003729	mRNA binding	NP_197031.3
AT5G18590	AT5G18590.1	GO:0005829	cytosol	NP_197360.2
AT5G18590	AT5G18590.1	GO:0005515	protein binding	NP_197360.2
AT5G18590	AT5G18590.2	GO:0005829	cytosol	NP_197360.2
AT5G18590	AT5G18590.2	GO:0005515	protein binding	NP_197360.2
AT5G22330	AT5G22330.1	GO:0000812	Swr1 complex	NP_197625.1
AT5G22330	AT5G22330.1	GO:0000492	box C/D snoRNP assembly	NP_197625.1
AT5G22330	AT5G22330.1	GO:0048507	meristem development	NP_197625.1
AT5G22330	AT5G22330.1	GO:0000166	nucleotide binding	NP_197625.1
AT5G22330	AT5G22330.1	GO:0005524	ATP binding	NP_197625.1
AT5G22330	AT5G22330.1	GO:0016787	hydrolase activity	NP_197625.1
AT5G22330	AT5G22330.1	GO:0005634	nucleus	NP_197625.1
AT5G22330	AT5G22330.1	GO:0003678	DNA helicase activity	NP_197625.1
AT5G22330	AT5G22330.1	GO:0004386	helicase activity	NP_197625.1
AT5G22330	AT5G22330.1	GO:0032508	DNA duplex unwinding	NP_197625.1
AT5G22330	AT5G22330.1	GO:0005829	cytosol	NP_197625.1
AT5G22330	AT5G22330.1	GO:0005515	protein binding	NP_197625.1
AT5G22330	AT5G22330.1	GO:0005730	nucleolus	NP_197625.1
AT5G22330	AT5G22330.1	GO:0031011	Ino80 complex	NP_197625.1
AT5G22330	AT5G22330.1	GO:0007275	multicellular organism development	NP_197625.1
AT5G22330	AT5G22330.1	GO:0009908	flower development	NP_197625.1
AT5G22330	AT5G22330.1	GO:0030154	cell differentiation	NP_197625.1
AT5G22330	AT5G22330.1	GO:0035267	NuA4 histone acetyltransferase complex	NP_197625.1
AT5G22330	AT5G22330.1	GO:0006338	chromatin remodeling	NP_197625.1
AT5G22330	AT5G22330.1	GO:0006357	regulation of transcription by RNA polymerase II	NP_197625.1
AT5G22330	AT5G22330.1	GO:0016573	histone acetylation	NP_197625.1
AT5G22330	AT5G22330.1	GO:0097255	R2TP complex	NP_197625.1
AT5G22330	AT5G22330.1	GO:2000072	regulation of defense response to fungus, incompatible interaction	NP_197625.1
AT5G22330	AT5G22330.1	GO:0004003	GO_0004003	NP_197625.1
AT5G22330	AT5G22330.1	GO:0009507	chloroplast	NP_197625.1
AT5G22330	AT5G22330.1	GO:0043141	GO_0043141	NP_197625.1
AT5G22330	AT5G22330.1	GO:0043139	5'-3' DNA helicase activity	NP_197625.1
AT5G22760	AT5G22760.1	GO:0046872	metal ion binding	NP_197668.2
AT5G23720	AT5G23720.1	GO:0010119	regulation of stomatal movement	NP_197761.2
AT5G23720	AT5G23720.1	GO:0005737	cytoplasm	NP_197761.2
AT5G23720	AT5G23720.1	GO:0016787	hydrolase activity	NP_197761.2
AT5G23720	AT5G23720.1	GO:0004725	protein tyrosine phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.1	GO:0035335	peptidyl-tyrosine dephosphorylation	NP_197761.2
AT5G23720	AT5G23720.1	GO:0016310	phosphorylation	NP_197761.2
AT5G23720	AT5G23720.1	GO:0005515	protein binding	NP_197761.2
AT5G23720	AT5G23720.1	GO:0016301	kinase activity	NP_197761.2
AT5G23720	AT5G23720.1	GO:0004721	phosphoprotein phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.1	GO:0006470	protein dephosphorylation	NP_197761.2
AT5G23720	AT5G23720.1	GO:0009737	response to abscisic acid	NP_197761.2
AT5G23720	AT5G23720.1	GO:0016791	phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.1	GO:0016311	dephosphorylation	NP_197761.2
AT5G23720	AT5G23720.1	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.1	GO:0043622	cortical microtubule organization	NP_197761.2
AT5G23720	AT5G23720.1	GO:0010468	regulation of gene expression	NP_197761.2
AT5G23720	AT5G23720.1	GO:0009738	abscisic acid-activated signaling pathway	NP_197761.2
AT5G23720	AT5G23720.2	GO:0016787	hydrolase activity	NP_197761.2
AT5G23720	AT5G23720.2	GO:0004725	protein tyrosine phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.2	GO:0035335	peptidyl-tyrosine dephosphorylation	NP_197761.2
AT5G23720	AT5G23720.2	GO:0016310	phosphorylation	NP_197761.2
AT5G23720	AT5G23720.2	GO:0016301	kinase activity	NP_197761.2
AT5G23720	AT5G23720.2	GO:0006470	protein dephosphorylation	NP_197761.2
AT5G23720	AT5G23720.2	GO:0016791	phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.2	GO:0016311	dephosphorylation	NP_197761.2
AT5G23720	AT5G23720.2	GO:0009737	response to abscisic acid	NP_197761.2
AT5G23720	AT5G23720.2	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.2	GO:0004721	phosphoprotein phosphatase activity	NP_197761.2
AT5G23720	AT5G23720.2	GO:0043622	cortical microtubule organization	NP_197761.2
AT5G24510	AT5G24510.1	GO:0030295	protein kinase activator activity	NP_197839.1
AT5G24510	AT5G24510.1	GO:0043021	ribonucleoprotein complex binding	NP_197839.1
AT5G24510	AT5G24510.1	GO:0002181	cytoplasmic translation	NP_197839.1
AT5G24510	AT5G24510.1	GO:0022626	cytosolic ribosome	NP_197839.1
AT5G24510	AT5G24510.1	GO:0003735	structural constituent of ribosome	NP_197839.1
AT5G24510	AT5G24510.1	GO:0005840	ribosome	NP_197839.1
AT5G24510	AT5G24510.1	GO:0006414	translational elongation	NP_197839.1
AT5G24510	AT5G24510.1	GO:0022625	cytosolic large ribosomal subunit	NP_197839.1
AT5G24510	AT5G24510.1	GO:0032147	activation of protein kinase activity	NP_197839.1
AT5G27320	AT5G27320.1	GO:0009939	positive regulation of gibberellic acid mediated signaling pathway	NP_198084.1
AT5G27320	AT5G27320.1	GO:0010325	raffinose family oligosaccharide biosynthetic process	NP_198084.1
AT5G27320	AT5G27320.1	GO:0048530	fruit morphogenesis	NP_198084.1
AT5G27320	AT5G27320.1	GO:0048444	floral organ morphogenesis	NP_198084.1
AT5G27320	AT5G27320.1	GO:0009739	response to gibberellin	NP_198084.1
AT5G27320	AT5G27320.1	GO:0010629	negative regulation of gene expression	NP_198084.1
AT5G27320	AT5G27320.1	GO:0016787	hydrolase activity	NP_198084.1
AT5G27320	AT5G27320.1	GO:0005634	nucleus	NP_198084.1
AT5G27320	AT5G27320.1	GO:0005515	protein binding	NP_198084.1
AT5G27320	AT5G27320.1	GO:0005737	cytoplasm	NP_198084.1
AT5G27320	AT5G27320.1	GO:0010476	gibberellin mediated signaling pathway	NP_198084.1
AT5G27320	AT5G27320.1	GO:0010331	gibberellin binding	NP_198084.1
AT5G27320	AT5G27320.1	GO:0009056	catabolic process	NP_198084.1
AT5G38980	AT5G38980.1	GO:0008150	biological_process	NP_198714.1
AT5G38980	AT5G38980.1	GO:0016021	integral component of membrane	NP_198714.1
AT5G38980	AT5G38980.1	GO:0009536	plastid	NP_198714.1
AT5G52260	AT5G52260.1	GO:0044212	transcription regulatory region DNA binding	NP_200039.1
AT5G52260	AT5G52260.1	GO:0003677	DNA binding	NP_200039.1
AT5G52260	AT5G52260.1	GO:0005634	nucleus	NP_200039.1
AT5G52260	AT5G52260.1	GO:0003700	DNA-binding transcription factor activity	NP_200039.1
AT5G52260	AT5G52260.1	GO:0006355	regulation of transcription, DNA-templated	NP_200039.1
AT5G52260	AT5G52260.1	GO:0043565	sequence-specific DNA binding	NP_200039.1
AT5G52260	AT5G52260.1	GO:0030154	cell differentiation	NP_200039.1
AT5G53390	AT5G53390.1	GO:0047196	long-chain-alcohol O-fatty-acyltransferase activity	NP_200151.2
AT5G53390	AT5G53390.1	GO:0016740	transferase activity	NP_200151.2
AT5G53390	AT5G53390.1	GO:0016020	membrane	NP_200151.2
AT5G53390	AT5G53390.1	GO:0016021	integral component of membrane	NP_200151.2
AT5G53390	AT5G53390.1	GO:0016746	transferase activity, transferring acyl groups	NP_200151.2
AT5G53390	AT5G53390.1	GO:0005886	plasma membrane	NP_200151.2
AT5G53390	AT5G53390.1	GO:0004144	diacylglycerol O-acyltransferase activity	NP_200151.2
AT5G53390	AT5G53390.1	GO:0045017	glycerolipid biosynthetic process	NP_200151.2
AT5G53390	AT5G53390.1	GO:0048446	petal morphogenesis	NP_200151.2
AT5G53390	AT5G53390.1	GO:0019432	triglyceride biosynthetic process	NP_200151.2
AT5G56460	AT5G56460.1	GO:0009506	plasmodesma	NP_200457.1
AT5G56460	AT5G56460.1	GO:0016740	transferase activity	NP_200457.1
AT5G56460	AT5G56460.1	GO:0005886	plasma membrane	NP_200457.1
AT5G56460	AT5G56460.1	GO:0016020	membrane	NP_200457.1
AT5G56460	AT5G56460.1	GO:0000166	nucleotide binding	NP_200457.1
AT5G56460	AT5G56460.1	GO:0005524	ATP binding	NP_200457.1
AT5G56460	AT5G56460.1	GO:0016301	kinase activity	NP_200457.1
AT5G56460	AT5G56460.1	GO:0016310	phosphorylation	NP_200457.1
AT5G56460	AT5G56460.1	GO:0004672	protein kinase activity	NP_200457.1
AT5G56460	AT5G56460.1	GO:0006468	protein phosphorylation	NP_200457.1
AT5G56460	AT5G56460.1	GO:0006952	defense response	NP_200457.1
AT5G56460	AT5G56460.1	GO:0004674	protein serine/threonine kinase activity	NP_200457.1
AT5G62180	AT5G62180.1	GO:0016787	hydrolase activity	NP_201024.1
AT5G62180	AT5G62180.1	GO:0009056	catabolic process	NP_201024.1
AT5G62310	AT5G62310.1	GO:0009826	unidimensional cell growth	NP_201037.1
AT5G62310	AT5G62310.1	GO:0040008	regulation of growth	NP_201037.1
AT5G62310	AT5G62310.1	GO:0018105	peptidyl-serine phosphorylation	NP_201037.1
AT5G62310	AT5G62310.1	GO:0016740	transferase activity	NP_201037.1
AT5G62310	AT5G62310.1	GO:0046872	metal ion binding	NP_201037.1
AT5G62310	AT5G62310.1	GO:0000166	nucleotide binding	NP_201037.1
AT5G62310	AT5G62310.1	GO:0005524	ATP binding	NP_201037.1
AT5G62310	AT5G62310.1	GO:0016301	kinase activity	NP_201037.1
AT5G62310	AT5G62310.1	GO:0016310	phosphorylation	NP_201037.1
AT5G62310	AT5G62310.1	GO:0004672	protein kinase activity	NP_201037.1
AT5G62310	AT5G62310.1	GO:0006468	protein phosphorylation	NP_201037.1
AT5G62310	AT5G62310.1	GO:0004674	protein serine/threonine kinase activity	NP_201037.1
AT5G62310	AT5G62310.1	GO:0035556	intracellular signal transduction	NP_201037.1
AT5G62310	AT5G62310.1	GO:0005622	intracellular	NP_201037.1
AT5G63100	AT5G63100.1	GO:0016740	transferase activity	NP_201115.1
AT5G63100	AT5G63100.1	GO:0008168	methyltransferase activity	NP_201115.1
AT5G63100	AT5G63100.1	GO:0032259	methylation	NP_201115.1
AT5G63100	AT5G63100.1	GO:0005739	mitochondrion	NP_201115.1
AT5G63100	AT5G63100.1	GO:0009507	chloroplast	NP_201115.1
AT5G63380	AT5G63380.1	GO:0031408	oxylipin biosynthetic process	NP_201143.1
AT5G63380	AT5G63380.1	GO:0016020	membrane	NP_201143.1
AT5G63380	AT5G63380.1	GO:0016021	integral component of membrane	NP_201143.1
AT5G63380	AT5G63380.1	GO:0003824	catalytic activity	NP_201143.1
AT5G63380	AT5G63380.1	GO:0000166	nucleotide binding	NP_201143.1
AT5G63380	AT5G63380.1	GO:0005524	ATP binding	NP_201143.1
AT5G63380	AT5G63380.1	GO:0016874	ligase activity	NP_201143.1
AT5G63380	AT5G63380.1	GO:0006633	fatty acid biosynthetic process	NP_201143.1
AT5G63380	AT5G63380.1	GO:0005777	peroxisome	NP_201143.1
AT5G63380	AT5G63380.1	GO:0006629	lipid metabolic process	NP_201143.1
AT5G63380	AT5G63380.1	GO:0006631	fatty acid metabolic process	NP_201143.1
AT5G63380	AT5G63380.1	GO:0009695	jasmonic acid biosynthetic process	NP_201143.1
AT5G63380	AT5G63380.1	GO:0004321	fatty-acyl-CoA synthase activity	NP_201143.1
AT5G63570	AT5G63570.1	GO:0009941	chloroplast envelope	NP_201162.1
AT5G63570	AT5G63570.1	GO:0009570	chloroplast stroma	NP_201162.1
AT5G63570	AT5G63570.1	GO:0003824	catalytic activity	NP_201162.1
AT5G63570	AT5G63570.1	GO:0009507	chloroplast	NP_201162.1
AT5G63570	AT5G63570.1	GO:0009536	plastid	NP_201162.1
AT5G63570	AT5G63570.1	GO:0016853	isomerase activity	NP_201162.1
AT5G63570	AT5G63570.1	GO:0030170	pyridoxal phosphate binding	NP_201162.1
AT5G63570	AT5G63570.1	GO:0005829	cytosol	NP_201162.1
AT5G63570	AT5G63570.1	GO:0048046	apoplast	NP_201162.1
AT5G63570	AT5G63570.1	GO:0008483	transaminase activity	NP_201162.1
AT5G63570	AT5G63570.1	GO:0042803	protein homodimerization activity	NP_201162.1
AT5G63570	AT5G63570.1	GO:0042286	glutamate-1-semialdehyde 2,1-aminomutase activity	NP_201162.1
AT5G63570	AT5G63570.1	GO:0033014	tetrapyrrole biosynthetic process	NP_201162.1
AT5G63570	AT5G63570.1	GO:0006779	porphyrin-containing compound biosynthetic process	NP_201162.1
AT5G63570	AT5G63570.1	GO:0015995	chlorophyll biosynthetic process	NP_201162.1
AT5G63570	AT5G63570.1	GO:0006782	protoporphyrinogen IX biosynthetic process	NP_201162.1
AT5G64840	AT5G64840.1	GO:0009624	response to nematode	NP_201289.1
AT5G64840	AT5G64840.1	GO:0000166	nucleotide binding	NP_201289.1
AT5G64840	AT5G64840.1	GO:0005524	ATP binding	NP_201289.1
AT5G64840	AT5G64840.1	GO:0016887	ATPase activity	NP_201289.1
AT5G64840	AT5G64840.1	GO:0005215	transporter activity	NP_201289.1
AT1G18580	AT1G18580.1	GO:0010192	mucilage biosynthetic process	NP_564057.4
AT1G18580	AT1G18580.1	GO:0045489	pectin biosynthetic process	NP_564057.4
AT1G18580	AT1G18580.1	GO:0071555	cell wall organization	NP_564057.4
AT1G18580	AT1G18580.1	GO:0016757	transferase activity, transferring glycosyl groups	NP_564057.4
AT1G18580	AT1G18580.1	GO:0016740	transferase activity	NP_564057.4
AT1G18580	AT1G18580.1	GO:0016020	membrane	NP_564057.4
AT1G18580	AT1G18580.1	GO:0016021	integral component of membrane	NP_564057.4
AT1G18580	AT1G18580.1	GO:0005794	Golgi apparatus	NP_564057.4
AT1G18580	AT1G18580.1	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity	NP_564057.4
AT1G18580	AT1G18580.1	GO:0000139	Golgi membrane	NP_564057.4
AT1G18580	AT1G18580.1	GO:0080001	mucilage extrusion from seed coat	NP_564057.4
AT1G18580	AT1G18580.1	GO:0048358	mucilage pectin biosynthetic process	NP_564057.4
AT1G18580	AT1G18580.1	GO:0010246	rhamnogalacturonan I biosynthetic process	NP_564057.4
AT1G18580	AT1G18580.1	GO:0000137	Golgi cis cisterna	NP_564057.4
AT1G76270	AT1G76270.1	GO:0006004	fucose metabolic process	NP_565129.1
AT1G76270	AT1G76270.1	GO:0005802	trans-Golgi network	NP_565129.1
AT1G76270	AT1G76270.1	GO:0005768	endosome	NP_565129.1
AT1G76270	AT1G76270.1	GO:0016757	transferase activity, transferring glycosyl groups	NP_565129.1
AT1G76270	AT1G76270.1	GO:0016740	transferase activity	NP_565129.1
AT1G76270	AT1G76270.1	GO:0016020	membrane	NP_565129.1
AT1G76270	AT1G76270.1	GO:0016021	integral component of membrane	NP_565129.1
AT1G76270	AT1G76270.1	GO:0005975	carbohydrate metabolic process	NP_565129.1
AT1G76270	AT1G76270.1	GO:0005794	Golgi apparatus	NP_565129.1
AT1G76270	AT1G76270.1	GO:0006486	protein glycosylation	NP_565129.1
AT1G76270	AT1G76270.1	GO:0000137	Golgi cis cisterna	NP_565129.1
AT2G44930	AT2G44930.1	GO:0003674	molecular_function	NP_566032.1
AT2G44930	AT2G44930.1	GO:0016020	membrane	NP_566032.1
AT2G44930	AT2G44930.1	GO:0016021	integral component of membrane	NP_566032.1
AT3G03110	AT3G03110.1	GO:0005049	nuclear export signal receptor activity	NP_566193.2
AT3G03110	AT3G03110.1	GO:0009860	pollen tube growth	NP_566193.2
AT3G03110	AT3G03110.1	GO:0009846	pollen germination	NP_566193.2
AT3G03110	AT3G03110.1	GO:0009553	embryo sac development	NP_566193.2
AT3G03110	AT3G03110.1	GO:0009506	plasmodesma	NP_566193.2
AT3G03110	AT3G03110.1	GO:0016020	membrane	NP_566193.2
AT3G03110	AT3G03110.1	GO:0005634	nucleus	NP_566193.2
AT3G03110	AT3G03110.1	GO:0006886	intracellular protein transport	NP_566193.2
AT3G03110	AT3G03110.1	GO:0015031	protein transport	NP_566193.2
AT3G03110	AT3G03110.1	GO:0008536	Ran GTPase binding	NP_566193.2
AT3G03110	AT3G03110.1	GO:0007275	multicellular organism development	NP_566193.2
AT3G03110	AT3G03110.1	GO:0009555	pollen development	NP_566193.2
AT3G03110	AT3G03110.1	GO:0051028	mRNA transport	NP_566193.2
AT3G03110	AT3G03110.1	GO:0005643	nuclear pore	NP_566193.2
AT3G03110	AT3G03110.1	GO:0005737	cytoplasm	NP_566193.2
AT3G03110	AT3G03110.1	GO:0031965	nuclear membrane	NP_566193.2
AT3G03110	AT3G03110.1	GO:0000055	ribosomal large subunit export from nucleus	NP_566193.2
AT3G03110	AT3G03110.1	GO:0000056	ribosomal small subunit export from nucleus	NP_566193.2
AT3G03110	AT3G03110.1	GO:0046825	regulation of protein export from nucleus	NP_566193.2
AT3G03110	AT3G03110.1	GO:0051168	nuclear export	NP_566193.2
AT3G03310	AT3G03310.1	GO:0031090	organelle membrane	NP_566201.1
AT3G03310	AT3G03310.1	GO:0016020	membrane	NP_566201.1
AT3G03310	AT3G03310.1	GO:0016787	hydrolase activity	NP_566201.1
AT3G03310	AT3G03310.1	GO:0005783	endoplasmic reticulum	NP_566201.1
AT3G03310	AT3G03310.1	GO:0006629	lipid metabolic process	NP_566201.1
AT3G03310	AT3G03310.1	GO:0016042	lipid catabolic process	NP_566201.1
AT3G03310	AT3G03310.1	GO:0008374	O-acyltransferase activity	NP_566201.1
AT3G03310	AT3G03310.1	GO:0043231	intracellular membrane-bounded organelle	NP_566201.1
AT3G03310	AT3G03310.1	GO:0008970	phospholipase A1 activity	NP_566201.1
AT3G03310	AT3G03310.1	GO:0052739	phosphatidylserine 1-acylhydrolase activity	NP_566201.1
AT3G03310	AT3G03310.1	GO:0052740	1-acyl-2-lysophosphatidylserine acylhydrolase activity	NP_566201.1
AT3G05760	AT3G05760.1	GO:0003676	nucleic acid binding	NP_566257.1
AT3G05760	AT3G05760.1	GO:0046872	metal ion binding	NP_566257.1
AT3G05760	AT3G05760.1	GO:0008270	zinc ion binding	NP_566257.1
AT3G05760	AT3G05760.1	GO:0000398	mRNA splicing, via spliceosome	NP_566257.1
AT3G05760	AT3G05760.1	GO:0005681	spliceosomal complex	NP_566257.1
AT3G05760	AT3G05760.1	GO:0046540	U4/U6 x U5 tri-snRNP complex	NP_566257.1
AT4G14000	AT4G14000.1	GO:0016740	transferase activity	NP_567417.1
AT4G14000	AT4G14000.1	GO:0008168	methyltransferase activity	NP_567417.1
AT4G14000	AT4G14000.1	GO:0032259	methylation	NP_567417.1
AT4G15630	AT4G15630.1	GO:0043424	protein histidine kinase binding	NP_567473.1
AT4G15630	AT4G15630.1	GO:0009506	plasmodesma	NP_567473.1
AT4G15630	AT4G15630.1	GO:0005886	plasma membrane	NP_567473.1
AT4G15630	AT4G15630.1	GO:0016020	membrane	NP_567473.1
AT4G15630	AT4G15630.1	GO:0016021	integral component of membrane	NP_567473.1
AT4G15630	AT4G15630.1	GO:0005515	protein binding	NP_567473.1
AT4G15630	AT4G15630.1	GO:0051539	4 iron, 4 sulfur cluster binding	NP_567473.1
AT4G15630	AT4G15630.1	GO:0007043	cell-cell junction assembly	NP_567473.1
AT4G15630	AT4G15630.1	GO:0042545	cell wall modification	NP_567473.1
AT4G15630	AT4G15630.1	GO:0048226	Casparian strip	NP_567473.1
AT5G10540	AT5G10540.1	GO:0046686	response to cadmium ion	NP_568232.1
AT5G10540	AT5G10540.1	GO:0004222	metalloendopeptidase activity	NP_568232.1
AT5G10540	AT5G10540.1	GO:0046872	metal ion binding	NP_568232.1
AT5G10540	AT5G10540.1	GO:0006508	proteolysis	NP_568232.1
AT5G10540	AT5G10540.1	GO:0016787	hydrolase activity	NP_568232.1
AT5G10540	AT5G10540.1	GO:0008233	peptidase activity	NP_568232.1
AT5G10540	AT5G10540.1	GO:0005829	cytosol	NP_568232.1
AT5G10540	AT5G10540.1	GO:0005886	plasma membrane	NP_568232.1
AT5G10540	AT5G10540.1	GO:0005737	cytoplasm	NP_568232.1
AT5G10540	AT5G10540.1	GO:0008237	metallopeptidase activity	NP_568232.1
AT5G10540	AT5G10540.1	GO:0048046	apoplast	NP_568232.1
AT5G10540	AT5G10540.1	GO:0009507	chloroplast	NP_568232.1
AT5G10540	AT5G10540.1	GO:0006518	peptide metabolic process	NP_568232.1
AT5G20885	AT5G20885.1	GO:0008150	biological_process	NP_568404.1
AT5G20885	AT5G20885.1	GO:0016020	membrane	NP_568404.1
AT5G20885	AT5G20885.1	GO:0016021	integral component of membrane	NP_568404.1
AT5G20885	AT5G20885.1	GO:0061630	ubiquitin protein ligase activity	NP_568404.1
AT5G20885	AT5G20885.1	GO:0016567	protein ubiquitination	NP_568404.1
AT5G45430	AT5G45430.1	GO:0000166	nucleotide binding	NP_568646.1
AT5G45430	AT5G45430.1	GO:0005524	ATP binding	NP_568646.1
AT5G45430	AT5G45430.1	GO:0016301	kinase activity	NP_568646.1
AT5G45430	AT5G45430.1	GO:0016310	phosphorylation	NP_568646.1
AT5G45430	AT5G45430.1	GO:0004672	protein kinase activity	NP_568646.1
AT5G45430	AT5G45430.1	GO:0006468	protein phosphorylation	NP_568646.1
AT5G45430	AT5G45430.1	GO:0004674	protein serine/threonine kinase activity	NP_568646.1
AT5G45430	AT5G45430.1	GO:0005737	cytoplasm	NP_568646.1
AT5G45430	AT5G45430.1	GO:0005634	nucleus	NP_568646.1
AT5G45430	AT5G45430.1	GO:0035556	intracellular signal transduction	NP_568646.1
AT5G45430	AT5G45430.1	GO:0010468	regulation of gene expression	NP_568646.1
AT2G07749	AT2G07749.1	GO:0001172	transcription, RNA-templated	NP_671802.2
AT2G07749	AT2G07749.1	GO:0008150	biological_process	NP_671802.2
AT2G07749	AT2G07749.1	GO:0003968	RNA-directed 5'-3' RNA polymerase activity	NP_671802.2
AT2G07689	AT2G07689.1	GO:0016020	membrane	NP_671807.1
AT2G07689	AT2G07689.1	GO:0016021	integral component of membrane	NP_671807.1
AT2G07689	AT2G07689.1	GO:0055114	oxidation-reduction process	NP_671807.1
AT2G07689	AT2G07689.1	GO:0005739	mitochondrion	NP_671807.1
AT2G07689	AT2G07689.1	GO:0008137	NADH dehydrogenase (ubiquinone) activity	NP_671807.1
AT2G07689	AT2G07689.1	GO:0042773	ATP synthesis coupled electron transport	NP_671807.1
AT2G07689	AT2G07689.1	GO:0005743	mitochondrial inner membrane	NP_671807.1
AT2G07689	AT2G07689.1	GO:0070469	respirasome	NP_671807.1
AT4G04885	AT4G04885.1	GO:0006369	termination of RNA polymerase II transcription	NP_680598.2
AT4G04885	AT4G04885.1	GO:0000993	RNA polymerase II complex binding	NP_680598.2
AT4G04885	AT4G04885.1	GO:0009911	positive regulation of flower development	NP_680598.2
AT4G04885	AT4G04885.1	GO:0003729	mRNA binding	NP_680598.2
AT4G04885	AT4G04885.1	GO:0005737	cytoplasm	NP_680598.2
AT4G04885	AT4G04885.1	GO:0003676	nucleic acid binding	NP_680598.2
AT4G04885	AT4G04885.1	GO:0046872	metal ion binding	NP_680598.2
AT4G04885	AT4G04885.1	GO:0005634	nucleus	NP_680598.2
AT4G04885	AT4G04885.1	GO:0005515	protein binding	NP_680598.2
AT4G04885	AT4G04885.1	GO:0006397	mRNA processing	NP_680598.2
AT4G04885	AT4G04885.1	GO:0009908	flower development	NP_680598.2
AT4G04885	AT4G04885.1	GO:0006378	mRNA polyadenylation	NP_680598.2
AT4G04885	AT4G04885.1	GO:0005849	mRNA cleavage factor complex	NP_680598.2
AT1G52695	AT1G52695.1	GO:0016787	hydrolase activity	NP_849799.1
AT2G01260	AT2G01260.2			NP_973391.1
ATMG00900	ATMG00900.1	GO:0017004	cytochrome complex assembly	NP_973435.1
ATMG00900	ATMG00900.1	GO:0016020	membrane	NP_973435.1
ATMG00900	ATMG00900.1	GO:0016021	integral component of membrane	NP_973435.1
ATMG00900	ATMG00900.1	GO:0005739	mitochondrion	NP_973435.1
ATMG00900	ATMG00900.1	GO:0020037	heme binding	NP_973435.1
ATMG00900	ATMG00900.1	GO:0015232	heme transporter activity	NP_973435.1
ATMG00900	ATMG00900.1	GO:0015886	heme transport	NP_973435.1
ATMG00900	ATMG00900.1	GO:0031966	mitochondrial membrane	NP_973435.1
ATMG00900	ATMG00900.1	GO:0005886	plasma membrane	NP_973435.1
AT2G07771	AT2G07771.2	GO:0017004	cytochrome complex assembly	NP_973435.1
AT2G07771	AT2G07771.2	GO:0016020	membrane	NP_973435.1
AT2G07771	AT2G07771.2	GO:0016021	integral component of membrane	NP_973435.1
AT2G07771	AT2G07771.2	GO:0005739	mitochondrion	NP_973435.1
AT2G07771	AT2G07771.2	GO:0020037	heme binding	NP_973435.1
AT2G07771	AT2G07771.2	GO:0015232	heme transporter activity	NP_973435.1
AT2G07771	AT2G07771.2	GO:0015886	heme transport	NP_973435.1
AT2G07771	AT2G07771.2	GO:0031966	mitochondrial membrane	NP_973435.1
AT2G07771	AT2G07771.2	GO:0005886	plasma membrane	NP_973435.1
ATMG01360	ATMG01360.1	GO:0006119	oxidative phosphorylation	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0046872	metal ion binding	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0016020	membrane	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0016021	integral component of membrane	YP_009472108.1
ATMG01360	ATMG01360.1	GO:0016491	oxidoreductase activity	YP_009472108.1
